nro,Jerga,tipo,descripción corta,Descripción,fuente
602,cuñao,Jerga,amigo,"Amigo , compañero o simplemente forma para llamar a otra persona.",https://jergozo.com/diccionario-peruano
603,curcuncho,Jerga,jorobado,"Curcucho, jorobado.",https://jergozo.com/diccionario-peruano
604,curul,Jerga,trasero,En América Latina en general se utiliza para referirse al asiento de los congresistas. En Perú se refiere al trasero de una persona.,https://jergozo.com/diccionario-peruano
605,cusma,Jerga,indumentaria,Camisa que usan los indios.,https://jergozo.com/diccionario-peruano
606,cuto,Jerga,animal sin cola,Animal que no tiene cola,https://jergozo.com/diccionario-peruano
607,damajuana,Jerga,botellón,Botellón de vidrio,https://jergozo.com/diccionario-peruano
608,dame esos cinco,expresión,estar de acuerdo,Lo tenemos igual,https://jergozo.com/diccionario-peruano
609,damisela,Jerga,señorita,"Señoritas. Esta palabra es un degeneramiento de la palabra francesa demoisèlle, que significa, 'señorita'.",https://jergozo.com/diccionario-peruano
610,dañar,Jerga,arruinar,Hacerle la cagada a tu causa,https://jergozo.com/diccionario-peruano
611,dar cólera,expresión,enojarse,Enojarse en grado sumo,https://jergozo.com/diccionario-peruano
612,dar una aguaitada,expresión,mirar,Echar un vistazo.,https://jergozo.com/diccionario-peruano
613,dar vuelta,expresión,matar,"Matar , asesinar",https://jergozo.com/diccionario-peruano
614,darle a la bola,expresión,atinar,"Atinar, acertar.",https://jergozo.com/diccionario-peruano
615,darle bola,expresión,aceptar a una persona,Permitir que una persona enamore a otra,https://jergozo.com/diccionario-peruano
616,de avance,expresión,de acuerdo,Frase que se usa cuando se esta dispuesto a poner en marcha algun acuerdo,https://jergozo.com/diccionario-peruano
617,de boleto,expresión,seguir activo,"(De volantín) trasnochar, seguir en actividad hasta el siguiente día sin dormir",https://jergozo.com/diccionario-peruano
618,de cajón,expresión,por supuesto,De hecho. Sin falta.,https://jergozo.com/diccionario-peruano
619,de cazuela,expresión,casualidad,"Impensado, de casualidad",https://jergozo.com/diccionario-peruano
620,de costa rica,expresión,de costado,De costado,https://jergozo.com/diccionario-peruano
621,de este cachete,expresión,de este lado,"Es como decir de este lado , de esta zona, de este barrio",https://jergozo.com/diccionario-peruano
622,de fresa,expresión,derecho,"De frente, derecho",https://jergozo.com/diccionario-peruano
623,de la patada,expresión,mal,"Buenísimo, supremo.",https://jergozo.com/diccionario-peruano
624,de la pitimitri,expresión,genial,"Muy bueno, genial.",https://jergozo.com/diccionario-peruano
625,de la pitri mitri,expresión,genial,"Equivale a ""de la puta madre"". Expresión encomiástica. Peruanismo; más exactamente, limeñismo.",https://jergozo.com/diccionario-peruano
626,de pinga,expresión,pene,Órgano sexual masculino. Se usa en grupos marginales y se considera más que una palabra altisonante una grosería.,https://jergozo.com/diccionario-peruano
627,de porrazo,expresión,De una vez.,De una vez.,https://jergozo.com/diccionario-peruano
628,de rompe y raja,expresión,apoteósico,"A todo dar, apoteósico",https://jergozo.com/diccionario-peruano
629,de taquito,Jerga,disimuladamente,"Indirectamente, disimuladamente",https://jergozo.com/diccionario-peruano
630,de vuelta,Jerga,de nuevo,Otra vez; de nuevo.,https://jergozo.com/diccionario-peruano
631,debutar,Jerga,tener sexo,Tener relaciones sexuales por primera vez,https://jergozo.com/diccionario-peruano
632,del agua su temblor,expresión,gelatina,Gelatina,https://jergozo.com/diccionario-peruano
633,del angosto,Jerga,inocente,Simular inocencia o falta de experiencia,https://jergozo.com/diccionario-peruano
634,delanteras,Jerga,senos,Busto,https://jergozo.com/diccionario-peruano
635,dengueado,Jerga,angustiado,"Angustiado por la droga , por el licor o algún vicio",https://jergozo.com/diccionario-peruano
636,depa,Jerga,departamento,Departamento,https://jergozo.com/diccionario-peruano
637,derrepente,Jerga,quizas,"A lo mejor , quizás, puede ser",https://jergozo.com/diccionario-peruano
638,desahuevar,Jerga,dejar de molestar,"Dejar de hacer huevadas,parar de joder, de molestar, de hacer estupideses.Utilizado como verbo con aplicaciones par todos los pronombres.",https://jergozo.com/diccionario-peruano
639,desahuevarse,Jerga,entender,"Despavilarse , quitarsele a uno lo bobo",https://jergozo.com/diccionario-peruano
640,desbandarse,Jerga,ir de fiesta,"Irse de fiesta , de juerga",https://jergozo.com/diccionario-peruano
641,descachalandrado,Jerga,descompuesto,Se aplica a la persona desaliñada.,https://jergozo.com/diccionario-peruano
642,descansar,Jerga,tener sexo,Se usa descansar para decir que se va a hacer el amor con alguien.,https://jergozo.com/diccionario-peruano
643,deschapar,Jerga,romper cerradura,Descerrajar una cerradura.,https://jergozo.com/diccionario-peruano
644,deschavarse,Jerga,ser sincero,Destapa su verdadera cara o destaparse,https://jergozo.com/diccionario-peruano
645,deschavetarse,Jerga,alocarse,Perder la chaveta.,https://jergozo.com/diccionario-peruano
646,descompuesto,Jerga,Borracho,Borracho.,https://jergozo.com/diccionario-peruano
647,desenchufar,Jerga,Sali de la rutina,"Salir de la rutina, abstraerse como forma de descanso",https://jergozo.com/diccionario-peruano
648,despachada,Jerga,Mujer de cuerpo voluptuoso,Mujer de cuerpo voluptuoso,https://jergozo.com/diccionario-peruano
649,despelote,Jerga,alboroto,"Relajo, griterío, desorden, escándalo, descontrol, lío, algazara, enredo, caos, quilombo, confusión, alboroto, barullo, desconche. Voz del lunfardo. A modo de ejemplo citaré una parte del tango conocido como El viejo de don Julián Centeya;",https://jergozo.com/diccionario-peruano
650,despichado,Jerga,tímido,"Es alguien que se encuentra desanimado, ,timido, miedoso, avergonzado ocurrido por un suceso no deseado y lo dejo nervioso... Despichado",https://jergozo.com/diccionario-peruano
651,destemplar,Jerga,desafinar,Desafinar un instrumento de cuerda.,https://jergozo.com/diccionario-peruano
652,di,Jerga,si,Usado en el norte para responder,https://jergozo.com/diccionario-peruano
653,dobletear,Jerga,trabajar doble,Cubrir dos turnos de trabajo sin descansar,https://jergozo.com/diccionario-peruano
654,don,Jerga,señor,1. Sirve para referirse a una persona masculina.,https://jergozo.com/diccionario-peruano
655,dope,Jerga,pedo,"Pedo , gas, ventosa",https://jergozo.com/diccionario-peruano
656,dos pies izquierdos,expresión,no sabe bailar,Sin gracia para bailar,https://jergozo.com/diccionario-peruano
657,drula,Jerga,pene,Pene,https://jergozo.com/diccionario-peruano
658,duh,Jerga,obvio,"Sinónimo de obvio. Se pronuncia ""daaaaaa!""",https://jergozo.com/diccionario-peruano
659,dulaco,Jerga,hábiles,"Los mejores , es decir buenos , habiles",https://jergozo.com/diccionario-peruano
660,duracel,Jerga,tacaño,"Persona que no suelta plata tan facilmente, tacaño.",https://jergozo.com/diccionario-peruano
661,duro,Jerga,tacaño,Tacaño.,https://jergozo.com/diccionario-peruano
662,duro y parejo,Jerga,constante,Con fuerza y constancia.,https://jergozo.com/diccionario-peruano
663,échale tierrita,Jerga,olvidalo,Olvidarse de algo o darlo por perdido.,https://jergozo.com/diccionario-peruano
664,echar el pato,Jerga,culpar,Echar la culpa a alguien!,https://jergozo.com/diccionario-peruano
665,echar moco,Jerga,llorar,Llorar,https://jergozo.com/diccionario-peruano
666,echarle papa al caldo,expresión,nutrirse,"Engordar , nutrirse, alimentarse",https://jergozo.com/diccionario-peruano
667,el delicioso,Jerga,tener sexo,Realizar un acto sexual con una pareja del mismo sexo o del sexo opuesto.,https://jergozo.com/diccionario-peruano
668,el deshueve,Jerga,fabuloso,Fantástico; fabuloso.,https://jergozo.com/diccionario-peruano
669,el firme,Jerga,Pareja oficial,Pareja oficial,https://jergozo.com/diccionario-peruano
670,elefante blanco,Jerga,inútil,Cosa inútil y cara de mantener.,https://jergozo.com/diccionario-peruano
671,elton,Jerga,ebrio,Se le denomina a las personas que cuando están bajo los estragos del alcohol hablan tonterías,https://jergozo.com/diccionario-peruano
672,embalar,Jerga,apurarse,"Darse prisa, apurarse.",https://jergozo.com/diccionario-peruano
673,emilio,Jerga,mail,Email,https://jergozo.com/diccionario-peruano
674,emoliente,Jerga,bebida caliente,Hierbas hervidas,https://jergozo.com/diccionario-peruano
675,empamparse,Jerga,extraviarse,Extraviarse por desorientación.,https://jergozo.com/diccionario-peruano
676,empatarse,Jerga,encontrarse,Encontrarse en determinado lugar,https://jergozo.com/diccionario-peruano
677,empelotado,Jerga,pesado,"Latoso, pesado.",https://jergozo.com/diccionario-peruano
678,empelotarse,Jerga,molestar,Buscar atención; molestar.,https://jergozo.com/diccionario-peruano
679,empericuetarse,Jerga,maquillarse,"Arreglarse , acicalarse",https://jergozo.com/diccionario-peruano
680,empilao,Jerga,animoso,Estar alegre con la buena onda encima.,https://jergozo.com/diccionario-peruano
681,empilarse,Jerga,animarse,"Animarse , activarse",https://jergozo.com/diccionario-peruano
682,empinar el codo,expresión,Beber mucho,Beber mucho.,https://jergozo.com/diccionario-peruano
683,empinchado,Jerga,enojado,"Estar enojado, que todo te llega al pincho",https://jergozo.com/diccionario-peruano
684,emplumar,Jerga,huir,"Fugarse, huir. Echar a volar.",https://jergozo.com/diccionario-peruano
685,emponchado,Jerga,sospechoso,Sospechoso,https://jergozo.com/diccionario-peruano
686,emponcharse,Jerga,abrigarse,Ponerse el poncho.,https://jergozo.com/diccionario-peruano
687,empozar,Jerga,formar charco,"Estancarse el agua, formar charcos.",https://jergozo.com/diccionario-peruano
688,empujatelo,Jerga,comelo,Cometelo,https://jergozo.com/diccionario-peruano
689,en 11,expresión,a pie,A pie,https://jergozo.com/diccionario-peruano
690,en algo,expresión,aceptable,"Aceptable , bueno",https://jergozo.com/diccionario-peruano
691,en algodon,expresión,aceptable,"Aceptable , bueno",https://jergozo.com/diccionario-peruano
692,en amarillentos aprietos,expresión,en apuros,"En calzas prietas, en un apuro.",https://jergozo.com/diccionario-peruano
693,en bola,Jerga,Embarazada,Embarazada,https://jergozo.com/diccionario-peruano
694,en el término de la distancia,expresión,rápido,Lo más apremiantemente posible; espero la documentación en el termino de la distancia!!,https://jergozo.com/diccionario-peruano
695,en las dos canillas,expresión,a pie,A pie,https://jergozo.com/diccionario-peruano
696,en pelotas,Jerga,desnudo,Totalmente desnudo.,https://jergozo.com/diccionario-peruano
697,en uan,Jerga,ahora,"De inmediato , ahora",https://jergozo.com/diccionario-peruano
698,enante,Jerga,Ocurrido hace poco,Ocurrido hace poco,https://jergozo.com/diccionario-peruano
699,enantes,Jerga,hace un momento,"Antes, hace un momento, hace un rato",https://jergozo.com/diccionario-peruano
700,encalatarse,Jerga,Desnudarse,Desnudarse,https://jergozo.com/diccionario-peruano
701,encamarse,Jerga,Acostarse juntos.,Acostarse juntos.,https://jergozo.com/diccionario-peruano
702,encarpetar,Jerga,detener un expediente,Dar carpetazo; detener un expediente.,https://jergozo.com/diccionario-peruano
703,enchamparse,Jerga,Llenarse de matorrales.,Llenarse de matorrales.,https://jergozo.com/diccionario-peruano
704,enchinchar,Jerga,molestarse,Se refiere al acto de molestarse o enojarse por una injusticia,https://jergozo.com/diccionario-peruano
705,enchipar,Jerga,embolsar,Poner en una bolsa.,https://jergozo.com/diccionario-peruano
706,encomienda,Jerga,paquete,Paquete postal.,https://jergozo.com/diccionario-peruano
707,encuerado,Jerga,que tiene novia,"Que está con su cuero (enamorada, novia)",https://jergozo.com/diccionario-peruano
708,encuerar,Jerga,desnudar,"Literalmente, dejar en cueros a una persona, o sea, desnudar, desvestir, empelotar, empiluchar.",https://jergozo.com/diccionario-peruano
709,endrogarse,Jerga,deber dinero,"Entramparse, contraer deudas.",https://jergozo.com/diccionario-peruano
710,engorilado,Jerga,borracho,"Estar en un gran estado de ebriedad, borracho.",https://jergozo.com/diccionario-peruano
711,engreír,Jerga,consentir,"Mimar, consentir.",https://jergozo.com/diccionario-peruano
712,engullir,Jerga,comer,"Comerse algo o alguien, o pasando por la garganta.",https://jergozo.com/diccionario-peruano
713,enmarracado,Jerga,Encarcelado,Encarcelado,https://jergozo.com/diccionario-peruano
714,ensalada,Jerga,sano,Persona sana o tranquila,https://jergozo.com/diccionario-peruano
715,ensartarse,Jerga,ser estafado,Caer en un engaño o trampa.,https://jergozo.com/diccionario-peruano
716,ensarte,Jerga,incumplido,"Incumplido , falto de palabra",https://jergozo.com/diccionario-peruano
717,enseriarse,Jerga,serio,"Ponerse serio, mostrando desagrado.",https://jergozo.com/diccionario-peruano
718,entrador,Jerga,intruso,"Entrometido, intruso.",https://jergozo.com/diccionario-peruano
719,entre pisco y nazca,expresión,ebrio,"Ebrio, en estado etílico",https://jergozo.com/diccionario-peruano
720,entredicho,Jerga,diferencia,"Controversia, disputa. Diferencia de opiniones.",https://jergozo.com/diccionario-peruano
721,entreverar,Jerga,enredar,Enredar.,https://jergozo.com/diccionario-peruano
722,entreverarse,Jerga,enredarse,"Mezclarse desordenadamente personas, animales o cosas.",https://jergozo.com/diccionario-peruano
723,entrevero,Jerga,enredarse,Acción de entreverarse.,https://jergozo.com/diccionario-peruano
724,entripado,Jerga,salir con alguien,"Intensiones escondidas, relaciones personales no visibles",https://jergozo.com/diccionario-peruano
725,escarapelarse,Jerga,tener miedo,Ponérsele a uno carne de gallina.,https://jergozo.com/diccionario-peruano
726,escretos,Jerga,excremento,Desechos de insectos.,https://jergozo.com/diccionario-peruano
727,esferico,Jerga,pelota,Pelota de futbol,https://jergozo.com/diccionario-peruano
728,espeso,Jerga,molestoso,"Impertinente. Molesto, cargante.",https://jergozo.com/diccionario-peruano
729,esquinazo,Jerga,asalto,Asalto alevoso a la vuelta de una esquina.,https://jergozo.com/diccionario-peruano
730,esta coca cola,expresión,loco,"Frase cuando se refiere a una persona que esta ""loca""",https://jergozo.com/diccionario-peruano
731,está en todas,expresión,muy bueno,"Dícese de algo que es muy bueno o funcional, que es divertido o atractivo y le gusta a todos.",https://jergozo.com/diccionario-peruano
732,esta mortal,expresión,muy bueno,Esta chevere,https://jergozo.com/diccionario-peruano
733,esta parka,expresión,aburrido,"Es como decir que no corre , o no paga",https://jergozo.com/diccionario-peruano
734,esta severo,expresión,muy bueno,Esta chevere,https://jergozo.com/diccionario-peruano
735,estancia,Jerga,hacienda,"Hacienda de campo destinada al cultivo, y más especialmente a la ganadería.",https://jergozo.com/diccionario-peruano
736,estar afanado,expresión,apresurado,Estar con prisa.,https://jergozo.com/diccionario-peruano
737,estar chamicado,expresión,borracho,Estar taciturno. Estar borracho.,https://jergozo.com/diccionario-peruano
738,estar cocharcas,expresión,viejo,Estar cocharcas = estar viejo Se usa tanto para las cosas como para las personas.,https://jergozo.com/diccionario-peruano
739,estar en algo,expresión,aceptable,"Estar bueno, a cumplir los mínimos requerimientos para ser tomado por bueno, sin llegar a destacable o extraordinario",https://jergozo.com/diccionario-peruano
740,estar en bola,expresión,Embarazada,Estar embarazada.,https://jergozo.com/diccionario-peruano
741,estar en bolivia,expresión,Embarazada,Estar embarazada.,https://jergozo.com/diccionario-peruano
742,estar en canada,expresión,Encarcelado,"Estar en la carcel , encarcelado",https://jergozo.com/diccionario-peruano
743,estar frito,expresión,siruación dificil,"Estar en situación difícil, inutilizado o fracasado.",https://jergozo.com/diccionario-peruano
744,estar hasta el culo,expresión,algo muy malo,"Se refiere al estado muy avanzado de ebriedad, con perdida del conocimiento. Tambien denota enfermedad grave, o cuando algo te salio mal.",https://jergozo.com/diccionario-peruano
745,estar hecho un anís,expresión,pulcro,"Ser acicalado, pulcro en el vestir.",https://jergozo.com/diccionario-peruano
746,estar misión imposible,expresión,sin dinero,"Estar misio, sin dinero.",https://jergozo.com/diccionario-peruano
747,estar picado,expresión,que bebió alcohol,Aver ingerido bebidas alcoholicas pero no en exceso ó estar envidioso,https://jergozo.com/diccionario-peruano
748,estar stone,expresión,drogado,"Es encontrarse en un estado anormal, fuera de la realidad, drogado o como dice el termino ""stone"" que significa piedra, de estar duro, estar inmovil, los pensamientos quedan inmoviles. Las drogas afectan en la percepción del tiempo por lo que suele uno sentirse desubicado, por lo que uno solo reconoce el ambiente en que está, viviendo el momento (teneis que ser positivo para que te lies un buen viaje, sino puedes ir a tu casa con tranquilidad lo mas antes posible.",https://jergozo.com/diccionario-peruano
